,id,name,type,summary,difficulty,stars,starVotes,location,url,imgSqSmall,imgSmall,imgSmallMed,imgMedium,length,ascent,descent,high,low,longitude,latitude,conditionStatus,conditionDetails,conditionDate
69,352542,Coast View Trail,Trail,Easy flowing singletrack with amazing views of the ocean.,blue,4.7,15,marin_county,https://www.mtbproject.com/trail/352542/coast-view-trail,https://cdn2.apstatic.com/photos/mtb/7017084_sqsmall_1554916281.jpg,https://cdn2.apstatic.com/photos/mtb/7017084_small_1554916281.jpg,https://cdn2.apstatic.com/photos/mtb/7017084_smallMed_1554916281.jpg,https://cdn2.apstatic.com/photos/mtb/7017084_medium_1554916281.jpg,2.8,14,-872,1317,459,-122.6008,37.8963,All Clear,Dry,2020-05-04 15:11:25
70,493076,Giant Salamander,Trail,A great trail that blasts through trees and turns along a ravine.,blue,4.6,16,marin_county,https://www.mtbproject.com/trail/493076/giant-salamander,https://cdn2.apstatic.com/photos/mtb/7001283_sqsmall_1554401388.jpg,https://cdn2.apstatic.com/photos/mtb/7001283_small_1554401388.jpg,https://cdn2.apstatic.com/photos/mtb/7001283_smallMed_1554401388.jpg,https://cdn2.apstatic.com/photos/mtb/7001283_medium_1554401388.jpg,1.0,85,-249,1600,1368,-122.3218,37.3933,All Clear,Mostly Dry,2020-07-02 10:11:46
71,7028638,Stump Beach Trail,Trail,"A gorgeous, well-maintained, singletrack that descends along the side of a wooded canyon.",blue,5.0,6,marin_county,https://www.mtbproject.com/trail/7028638/stump-beach-trail,,,,,1.6,10,-659,789,140,-123.3221,38.5907,Unknown,,1970-01-01 00:00:00
72,351197,Tenderfoot,Trail,"A steep wooded trail with tight turns, thin squeezes, and exposed roots.",black,4.5,14,marin_county,https://www.mtbproject.com/trail/351197/tenderfoot,,,,,1.1,92,-693,850,250,-122.571,37.9074,Unknown,,1970-01-01 00:00:00
73,5276282,Whittemore Gulch Trail,Trail,Fantastic views and flows. It is hard not to love this trail.,blue,4.8,8,marin_county,https://www.mtbproject.com/trail/5276282/whittemore-gulch-trail,https://cdn2.apstatic.com/photos/mtb/5275161_sqsmall_1554330352.jpg,https://cdn2.apstatic.com/photos/mtb/5275161_small_1554330352.jpg,https://cdn2.apstatic.com/photos/mtb/5275161_smallMed_1554330352.jpg,https://cdn2.apstatic.com/photos/mtb/5275161_medium_1554330352.jpg,2.2,0,-1117,1571,455,-122.3508,37.4482,All Clear,Dry,2020-07-11 14:59:39
74,4676456,Big Trees Trail,Trail,Up and down and weaving through the redwoods.,blue,4.4,16,marin_county,https://www.mtbproject.com/trail/4676456/big-trees-trail,https://cdn2.apstatic.com/photos/mtb/7004029_sqsmall_1554405527.jpg,https://cdn2.apstatic.com/photos/mtb/7004029_small_1554405527.jpg,https://cdn2.apstatic.com/photos/mtb/7004029_smallMed_1554405527.jpg,https://cdn2.apstatic.com/photos/mtb/7004029_medium_1554405527.jpg,1.0,124,-167,1444,1278,-122.1804,37.8117,All Clear,Dry,2020-06-29 15:30:32
75,6554308,Diablo Ranch Road,Trail,One of the few legal single tracks on Mt. Diablo,blueBlack,5.0,2,marin_county,https://www.mtbproject.com/trail/6554308/diablo-ranch-road,,,,,1.1,122,-420,1855,1480,-121.9453,37.8759,Unknown,,1970-01-01 00:00:00
76,4151313,Lower Tilley Trail,Trail,A short technical trail.,black,5.0,2,marin_county,https://www.mtbproject.com/trail/4151313/lower-tilley-trail,https://img.youtube.com/vi/S8rhhK2ZpSw/hqdefault.jpg,https://img.youtube.com/vi/S8rhhK2ZpSw/hqdefault.jpg,https://img.youtube.com/vi/S8rhhK2ZpSw/hqdefault.jpg,https://img.youtube.com/vi/S8rhhK2ZpSw/hqdefault.jpg,1.3,176,-187,292,121,-122.1341,38.2427,All Clear,Dry,2020-07-20 11:07:50
77,7051180,Salson Trail,Trail,Needs Summary,greenBlue,5.0,1,marin_county,https://www.mtbproject.com/trail/7051180/salson-trail,,,,,0.8,110,-84,302,193,-122.3238,37.5258,All Clear,"Dry - As of 4/27, trail is still open. However, signs are posted requiring masks for anyone over the age of 13.",2020-04-27 12:56:47
78,7030309,Candelero Trail (Wiggler),Trail,"A fun, narrow singletrack with roots, rocks, and switchbacks.",black,5.0,1,marin_county,https://www.mtbproject.com/trail/7030309/candelero-trail-wiggler,,,,,0.6,0,-394,803,408,-122.6762,38.0078,Unknown,,1970-01-01 00:00:00
79,7002211,Chimney Rock,Trail,Ride this clifftop jaunt that features spectacular wildflower displays in spring.,green,5.0,1,marin_county,https://www.mtbproject.com/trail/7002211/chimney-rock,,,,,0.9,81,-127,211,92,-122.9795,37.995,Unknown,,1970-01-01 00:00:00
80,7048923,East Shore Trail,Trail,This is a paved trail along the lake.,green,5.0,1,marin_county,https://www.mtbproject.com/trail/7048923/east-shore-trail,,,,,0.4,12,-13,441,430,-122.2274,37.8435,Unknown,,1970-01-01 00:00:00
81,7001574,Resolution Trail,Trail,"A deep, dark, woodsy hillside trail that passes near the site of a 1953 plane crash.",black,4.4,13,marin_county,https://www.mtbproject.com/trail/7001574/resolution-trail,https://cdn2.apstatic.com/photos/mtb/7014435_sqsmall_1554847514.jpg,https://cdn2.apstatic.com/photos/mtb/7014435_small_1554847514.jpg,https://cdn2.apstatic.com/photos/mtb/7014435_smallMed_1554847514.jpg,https://cdn2.apstatic.com/photos/mtb/7014435_medium_1554847514.jpg,1.0,487,-33,2207,1753,-122.327,37.4075,All Clear,Mostly Dry,2020-07-02 10:11:46
82,7037812,Bay View Trail,Trail,Needs Summary,blue,5.0,1,marin_county,https://www.mtbproject.com/trail/7037812/bay-view-trail,https://cdn2.apstatic.com/photos/mtb/7026320_sqsmall_1555004367.jpg,https://cdn2.apstatic.com/photos/mtb/7026320_small_1555004367.jpg,https://cdn2.apstatic.com/photos/mtb/7026320_smallMed_1555004367.jpg,https://cdn2.apstatic.com/photos/mtb/7026320_medium_1555004367.jpg,1.8,70,-85,76,27,-122.3569,37.994,All Clear,Dry,2020-07-16 14:41:56
83,7015502,Quercus,Connector,,blue,5.0,1,marin_county,https://www.mtbproject.com/trail/7015502/quercus,https://cdn2.apstatic.com/photos/mtb/7027171_sqsmall_1555010526.jpg,https://cdn2.apstatic.com/photos/mtb/7027171_small_1555010526.jpg,https://cdn2.apstatic.com/photos/mtb/7027171_smallMed_1555010526.jpg,https://cdn2.apstatic.com/photos/mtb/7027171_medium_1555010526.jpg,0.7,92,-17,930,856,-122.5018,37.9906,All Clear,Dry,2020-07-08 13:20:20
84,7042176,Marie Creek Trail,Trail,A great technical singletrack.,black,5.0,1,marin_county,https://www.mtbproject.com/trail/7042176/marie-creek-trail,https://cdn2.apstatic.com/photos/mtb/7001747_sqsmall_1554402030.jpg,https://cdn2.apstatic.com/photos/mtb/7001747_small_1554402030.jpg,https://cdn2.apstatic.com/photos/mtb/7001747_smallMed_1554402030.jpg,https://cdn2.apstatic.com/photos/mtb/7001747_medium_1554402030.jpg,0.5,0,-147,594,447,-122.2338,38.264,Unknown,,1970-01-01 00:00:00
85,7037811,Cook's Point Trail,Trail,Needs Summary,blue,5.0,1,marin_county,https://www.mtbproject.com/trail/7037811/cooks-point-trail,https://cdn2.apstatic.com/photos/mtb/7026318_sqsmall_1555004365.jpg,https://cdn2.apstatic.com/photos/mtb/7026318_small_1555004365.jpg,https://cdn2.apstatic.com/photos/mtb/7026318_smallMed_1555004365.jpg,https://cdn2.apstatic.com/photos/mtb/7026318_medium_1555004365.jpg,1.3,35,-63,70,7,-122.36,37.995,All Clear,Dry,2020-07-14 02:52:05
86,7037810,Owl Alley Trail,Trail,Needs Summary,green,5.0,1,marin_county,https://www.mtbproject.com/trail/7037810/owl-alley-trail,,,,,0.9,17,-22,36,15,-122.3549,38.0016,All Clear,Dry,2020-07-16 14:41:56
87,7042210,Ohlone Trail,Trail,Needs Summary,blue,5.0,1,marin_county,https://www.mtbproject.com/trail/7042210/ohlone-trail,https://cdn2.apstatic.com/photos/mtb/7004521_sqsmall_1554821602.jpg,https://cdn2.apstatic.com/photos/mtb/7004521_small_1554821602.jpg,https://cdn2.apstatic.com/photos/mtb/7004521_smallMed_1554821602.jpg,https://cdn2.apstatic.com/photos/mtb/7004521_medium_1554821602.jpg,0.4,0,-143,610,467,-122.2988,37.5002,All Clear,"Dry - As of 4/27, trail is still open. However, signs are posted requiring masks for anyone over the age of 13.",2020-04-27 12:56:47
88,7037809,Marsh Trail,Trail,Needs Summary,blue,5.0,1,marin_county,https://www.mtbproject.com/trail/7037809/marsh-trail,https://cdn2.apstatic.com/photos/mtb/7026318_sqsmall_1555004365.jpg,https://cdn2.apstatic.com/photos/mtb/7026318_small_1555004365.jpg,https://cdn2.apstatic.com/photos/mtb/7026318_smallMed_1555004365.jpg,https://cdn2.apstatic.com/photos/mtb/7026318_medium_1555004365.jpg,0.7,11,-15,23,12,-122.3593,38.0049,All Clear,Dry,2020-07-16 14:41:56
89,7048893,Lake Marie Junction Connector,Connector,,green,5.0,1,marin_county,https://www.mtbproject.com/trail/7048893/lake-marie-junction-connector,,,,,0.1,33,0,853,820,-122.23,38.2589,Unknown,,1970-01-01 00:00:00
90,7015836,Buckeye Trail,Trail,"Rocks, roots, drops, smooth and fast, this trail is a grunt to climb and fun coming down.",black,4.6,8,marin_county,https://www.mtbproject.com/trail/7015836/buckeye-trail,https://cdn2.apstatic.com/photos/mtb/7030947_sqsmall_1556419204.jpg,https://cdn2.apstatic.com/photos/mtb/7030947_small_1556419204.jpg,https://cdn2.apstatic.com/photos/mtb/7030947_smallMed_1556419204.jpg,https://cdn2.apstatic.com/photos/mtb/7030947_medium_1556419204.jpg,2.3,696,-42,882,222,-122.2518,38.2749,All Clear,Mostly Dry,2020-06-14 16:42:03
91,7036319,Chaparral Trail,Trail,This is probably the most difficult and technical trail in the park.,black,4.5,10,marin_county,https://www.mtbproject.com/trail/7036319/chaparral-trail,https://cdn2.apstatic.com/photos/mtb/7008917_sqsmall_1554829779.jpg,https://cdn2.apstatic.com/photos/mtb/7008917_small_1554829779.jpg,https://cdn2.apstatic.com/photos/mtb/7008917_smallMed_1554829779.jpg,https://cdn2.apstatic.com/photos/mtb/7008917_medium_1554829779.jpg,0.3,0,-298,1323,1025,-122.1857,37.816,Unknown,,1970-01-01 00:00:00
92,493481,Blue Blossom,Trail,Flowy singletrack through the trees.,blue,4.4,12,marin_county,https://www.mtbproject.com/trail/493481/blue-blossom,https://img.youtube.com/vi/TVFkpId-otU/hqdefault.jpg,https://img.youtube.com/vi/TVFkpId-otU/hqdefault.jpg,https://img.youtube.com/vi/TVFkpId-otU/hqdefault.jpg,https://img.youtube.com/vi/TVFkpId-otU/hqdefault.jpg,1.3,66,-351,1884,1570,-122.3002,37.3865,All Clear,Mostly Dry,2020-05-31 21:07:32
93,900919,North Burma Trail,Trail,A short and sweet continuation of rocky singletrack from South Burma.,blueBlack,4.5,11,marin_county,https://www.mtbproject.com/trail/900919/north-burma-trail,https://cdn2.apstatic.com/photos/mtb/7025662_sqsmall_1555003274.jpg,https://cdn2.apstatic.com/photos/mtb/7025662_small_1555003274.jpg,https://cdn2.apstatic.com/photos/mtb/7025662_smallMed_1555003274.jpg,https://cdn2.apstatic.com/photos/mtb/7025662_medium_1555003274.jpg,0.9,34,-210,915,739,-122.6238,38.4349,Minor Issues,Dry,2020-05-30 14:46:53
94,499695,Sierra Morena Trail,Trail,Fun singletrack in Skeggs.,blue,4.5,10,marin_county,https://www.mtbproject.com/trail/499695/sierra-morena-trail,https://img.youtube.com/vi/Bc8wiUVObqg/hqdefault.jpg,https://img.youtube.com/vi/Bc8wiUVObqg/hqdefault.jpg,https://img.youtube.com/vi/Bc8wiUVObqg/hqdefault.jpg,https://img.youtube.com/vi/Bc8wiUVObqg/hqdefault.jpg,1.7,125,-277,2361,2109,-122.3091,37.4102,All Clear,Mostly Dry,2020-07-02 10:11:46
95,7046420,The Mile Trail,Trail,"Steep, rough trail with good views that climbs to San Pedro Mountain Trail. Shared-use trail.",dblack,4.8,4,marin_county,https://www.mtbproject.com/trail/7046420/the-mile-trail,,,,,0.6,542,0,989,447,-122.5032,37.5798,All Clear,Dry,2020-07-17 19:54:57
96,7042175,Manzanita Trail,Trail,A rocky singletrack descent from Marie Creek Trail.,black,4.8,4,marin_county,https://www.mtbproject.com/trail/7042175/manzanita-trail,,,,,1.7,107,-384,524,160,-122.2373,38.2701,All Clear,Mostly Dry,2020-06-14 16:41:50
97,7036364,Historic Trail,Trail,Needs Summary,blue,4.6,5,marin_county,https://www.mtbproject.com/trail/7036364/historic-trail,https://cdn2.apstatic.com/photos/mtb/7024823_sqsmall_1555001737.jpg,https://cdn2.apstatic.com/photos/mtb/7024823_small_1555001737.jpg,https://cdn2.apstatic.com/photos/mtb/7024823_smallMed_1555001737.jpg,https://cdn2.apstatic.com/photos/mtb/7024823_medium_1555001737.jpg,1.0,529,-73,931,476,-122.4523,37.7613,Bad / Closed,,2020-05-24 19:17:09
98,7002370,Unfinished Business,Trail,An awesome backside flow trail.,blue,4.7,3,marin_county,https://www.mtbproject.com/trail/7002370/unfinished-business,https://cdn2.apstatic.com/photos/mtb/7001698_sqsmall_1554401978.jpg,https://cdn2.apstatic.com/photos/mtb/7001698_small_1554401978.jpg,https://cdn2.apstatic.com/photos/mtb/7001698_smallMed_1554401978.jpg,https://cdn2.apstatic.com/photos/mtb/7001698_medium_1554401978.jpg,1.0,164,-35,547,387,-122.2153,38.0217,Unknown,,1970-01-01 00:00:00
99,4615288,Endor,Trail,Sculpted burms winding down the hill make it worth riding a couple times.,blue,4.3,10,marin_county,https://www.mtbproject.com/trail/4615288/endor,https://img.youtube.com/vi/4ifjLyFMR7c/hqdefault.jpg,https://img.youtube.com/vi/4ifjLyFMR7c/hqdefault.jpg,https://img.youtube.com/vi/4ifjLyFMR7c/hqdefault.jpg,https://img.youtube.com/vi/4ifjLyFMR7c/hqdefault.jpg,0.6,6,-256,955,704,-122.626,37.9996,All Clear,Dry,2020-06-05 21:42:53
100,4690527,Bolinas Ridge,Trail,"Some short, steep climbs are rewarded with long flowy doubletrack, great riding for a cross bike.",blue,3.9,16,marin_county,https://www.mtbproject.com/trail/4690527/bolinas-ridge,https://cdn2.apstatic.com/photos/mtb/7026549_sqsmall_1555004729.jpg,https://cdn2.apstatic.com/photos/mtb/7026549_small_1555004729.jpg,https://cdn2.apstatic.com/photos/mtb/7026549_smallMed_1555004729.jpg,https://cdn2.apstatic.com/photos/mtb/7026549_medium_1555004729.jpg,11.1,1644,-490,1667,361,-122.7708,38.0461,All Clear,Dry,2020-07-11 13:38:55
101,4034565,Wagon Wheel Trail,Trail,A challenging section of trail with technical rock gardens along the way.,black,4.4,7,marin_county,https://www.mtbproject.com/trail/4034565/wagon-wheel-trail,https://cdn2.apstatic.com/photos/mtb/6565755_sqsmall_1554392770.jpg,https://cdn2.apstatic.com/photos/mtb/6565755_small_1554392770.jpg,https://cdn2.apstatic.com/photos/mtb/6565755_smallMed_1554392770.jpg,https://cdn2.apstatic.com/photos/mtb/6565755_medium_1554392770.jpg,1.2,132,-111,966,836,-122.6148,37.9868,All Clear,Dry,2020-06-03 14:37:03
102,7002226,Edwards Loop Trail,Trail,"Gorgeous, smooth singletrack that provides access to bigger part of the park.",blueBlack,4.4,8,marin_county,https://www.mtbproject.com/trail/7002226/edwards-loop-trail,,,,,0.6,0,-260,508,249,-122.2183,38.04,All Clear,Dry,2020-07-06 11:12:08
103,7035431,Sawyer Camp Trail,Trail,This is a six mile paved segment of the Crystal Springs Regional Trail.,greenBlue,4.5,4,marin_county,https://www.mtbproject.com/trail/7035431/sawyer-camp-trail,,,,,6.2,352,-96,602,310,-122.364,37.531,All Clear,Dry,2020-06-06 18:21:58
104,7012295,Old Pedro Mountain Road,Trail,An old connector road between Pacifica and Montara.,blue,3.6,19,marin_county,https://www.mtbproject.com/trail/7012295/old-pedro-mountain-road,https://cdn2.apstatic.com/photos/mtb/7008562_sqsmall_1554828887.jpg,https://cdn2.apstatic.com/photos/mtb/7008562_small_1554828887.jpg,https://cdn2.apstatic.com/photos/mtb/7008562_smallMed_1554828887.jpg,https://cdn2.apstatic.com/photos/mtb/7008562_medium_1554828887.jpg,6.4,862,-807,922,115,-122.495,37.5826,All Clear,Dry,2020-07-17 19:54:57
105,7038685,Palos Colorados Trail,Trail,"Passing through tree narrows and with some banked turns, it's a blast.",blueBlack,4.5,4,marin_county,https://www.mtbproject.com/trail/7038685/palos-colorados-trail,https://cdn2.apstatic.com/photos/mtb/7004029_sqsmall_1554405527.jpg,https://cdn2.apstatic.com/photos/mtb/7004029_small_1554405527.jpg,https://cdn2.apstatic.com/photos/mtb/7004029_smallMed_1554405527.jpg,https://cdn2.apstatic.com/photos/mtb/7004029_medium_1554405527.jpg,0.3,0,-143,1265,1122,-122.1772,37.8084,All Clear,Dry,2020-06-29 15:29:45
106,7000343,Unknown Trail,Trail,Possibly the most technical part of the Rockville trail system,black,4.5,4,marin_county,https://www.mtbproject.com/trail/7000343/unknown-trail,https://cdn2.apstatic.com/photos/mtb/3563069_sqsmall_1554240789.jpg,https://cdn2.apstatic.com/photos/mtb/3563069_small_1554240789.jpg,https://cdn2.apstatic.com/photos/mtb/3563069_smallMed_1554240789.jpg,https://cdn2.apstatic.com/photos/mtb/3563069_medium_1554240789.jpg,1.3,129,-224,322,153,-122.1483,38.2447,All Clear,Dry - Open and busy! Trails were all clear and dry.,2020-05-31 19:11:45
107,899635,Rock Garden,Trail,A park favorite with technical and rocky singletrack.,black,4.5,4,marin_county,https://www.mtbproject.com/trail/899635/rock-garden,https://cdn2.apstatic.com/photos/mtb/7015841_sqsmall_1554913364.jpg,https://cdn2.apstatic.com/photos/mtb/7015841_small_1554913364.jpg,https://cdn2.apstatic.com/photos/mtb/7015841_smallMed_1554913364.jpg,https://cdn2.apstatic.com/photos/mtb/7015841_medium_1554913364.jpg,0.4,1,-99,466,367,-122.1388,38.2495,All Clear,Dry,2020-06-22 12:06:47
108,7002238,Sugar City Trail,Trail,"Amazing bump, jump and flow trail down the face of a hill.",blueBlack,3.9,15,marin_county,https://www.mtbproject.com/trail/7002238/sugar-city-trail,https://cdn2.apstatic.com/photos/mtb/7001626_sqsmall_1554401864.jpg,https://cdn2.apstatic.com/photos/mtb/7001626_small_1554401864.jpg,https://cdn2.apstatic.com/photos/mtb/7001626_smallMed_1554401864.jpg,https://cdn2.apstatic.com/photos/mtb/7001626_medium_1554401864.jpg,1.6,5,-344,752,408,-122.2106,38.0291,All Clear,Dry - The cows are in full effect.,2020-07-01 14:47:08
109,7007752,Big Rock Trail,Trail,One of the few bike legal singletrack trails in this area of Marin. Fun and scenic.,blueBlack,4.4,5,marin_county,https://www.mtbproject.com/trail/7007752/big-rock-trail,https://cdn2.apstatic.com/photos/mtb/7006123_sqsmall_1554824635.jpg,https://cdn2.apstatic.com/photos/mtb/7006123_small_1554824635.jpg,https://cdn2.apstatic.com/photos/mtb/7006123_smallMed_1554824635.jpg,https://cdn2.apstatic.com/photos/mtb/7006123_medium_1554824635.jpg,2.6,907,-14,1536,641,-122.6217,38.0478,All Clear,Mostly Dry,2020-04-26 09:41:42
110,7002368,Tree Frog Loop,Trail,A state of the art flow trail that can be ridden either way.,blue,4.2,9,marin_county,https://www.mtbproject.com/trail/7002368/tree-frog-loop,https://cdn2.apstatic.com/photos/mtb/7025087_sqsmall_1555002172.jpg,https://cdn2.apstatic.com/photos/mtb/7025087_small_1555002172.jpg,https://cdn2.apstatic.com/photos/mtb/7025087_smallMed_1555002172.jpg,https://cdn2.apstatic.com/photos/mtb/7025087_medium_1555002172.jpg,2.3,319,-318,704,391,-122.2123,38.0206,All Clear,Dry,2020-06-27 11:43:23
111,7016728,Skyline Trail,Trail,Namesake trail stretching length of park ranges from smooth widetrack to park's gnarliest rockfalls.,black,4.3,6,marin_county,https://www.mtbproject.com/trail/7016728/skyline-trail,https://cdn2.apstatic.com/photos/mtb/7011345_sqsmall_1554839267.jpg,https://cdn2.apstatic.com/photos/mtb/7011345_small_1554839267.jpg,https://cdn2.apstatic.com/photos/mtb/7011345_smallMed_1554839267.jpg,https://cdn2.apstatic.com/photos/mtb/7011345_medium_1554839267.jpg,3.8,342,-1153,995,184,-122.2153,38.2574,Unknown,,1970-01-01 00:00:00
112,1066734,Spring Creek Trail,Trail,Steep at times but the shortest trail to Lake Ilsanjo.,blue,4.4,5,marin_county,https://www.mtbproject.com/trail/1066734/spring-creek-trail,https://cdn2.apstatic.com/photos/mtb/874768_sqsmall_1554223584.jpg,https://cdn2.apstatic.com/photos/mtb/874768_small_1554223584.jpg,https://cdn2.apstatic.com/photos/mtb/874768_smallMed_1554223584.jpg,https://cdn2.apstatic.com/photos/mtb/874768_medium_1554223584.jpg,1.2,378,0,755,377,-122.6469,38.4355,All Clear,"Dry, Mostly Dry",2020-07-16 14:26:02
113,817481,Alchemist Trail,Trail,Switchback singletrack. This is an entrance point to the Camp Tamarancho trail system.,blueBlack,4.3,8,marin_county,https://www.mtbproject.com/trail/817481/alchemist-trail,https://img.youtube.com/vi/sCvNjt5v0OM/hqdefault.jpg,https://img.youtube.com/vi/sCvNjt5v0OM/hqdefault.jpg,https://img.youtube.com/vi/sCvNjt5v0OM/hqdefault.jpg,https://img.youtube.com/vi/sCvNjt5v0OM/hqdefault.jpg,0.5,227,0,693,466,-122.6087,37.9949,All Clear,Dry,2020-06-28 15:10:26
114,7050500,Philosopher's Way Trail,Trail,A hidden gem of a loop in the most underrated open space in San Francisco.,blue,4.5,2,marin_county,https://www.mtbproject.com/trail/7050500/philosophers-way-trail,,,,,2.2,263,-262,533,325,-122.4123,37.7181,All Clear,"Mostly Dry, Some Mud, Fallen Trees",2020-07-14 19:50:41
115,7046044,West Ridge - South Ridge Connector,Trail,"Short trail, very steep and technical in places.",black,4.5,2,marin_county,https://www.mtbproject.com/trail/7046044/west-ridge-south-ridge-connector,https://cdn2.apstatic.com/photos/mtb/7024824_sqsmall_1555001738.jpg,https://cdn2.apstatic.com/photos/mtb/7024824_small_1555001738.jpg,https://cdn2.apstatic.com/photos/mtb/7024824_smallMed_1555001738.jpg,https://cdn2.apstatic.com/photos/mtb/7024824_medium_1555001738.jpg,0.1,43,-17,953,910,-122.4586,37.7576,Bad / Closed,It's closed,2020-05-24 12:49:31
116,7048822,North Ridge Trail,Trail,A great trail with adequate shaded sweet spots perfect for a water break while you marvel at the beautiful landscape.,black,4.5,2,marin_county,https://www.mtbproject.com/trail/7048822/north-ridge-trail,https://cdn2.apstatic.com/photos/mtb/7032065_sqsmall_1563507424.jpg,https://cdn2.apstatic.com/photos/mtb/7032065_small_1563507424.jpg,https://cdn2.apstatic.com/photos/mtb/7032065_smallMed_1563507424.jpg,https://cdn2.apstatic.com/photos/mtb/7032065_medium_1563507424.jpg,1.3,192,-534,1620,1224,-122.3507,37.4498,Unknown,,1970-01-01 00:00:00
117,4153737,Quarry Trail,Trail,A steep trail mixed with some granite slab riding.,black,4.5,2,marin_county,https://www.mtbproject.com/trail/4153737/quarry-trail,https://img.youtube.com/vi/Bz_VU9KzbwE/hqdefault.jpg,https://img.youtube.com/vi/Bz_VU9KzbwE/hqdefault.jpg,https://img.youtube.com/vi/Bz_VU9KzbwE/hqdefault.jpg,https://img.youtube.com/vi/Bz_VU9KzbwE/hqdefault.jpg,0.5,0,-155,289,133,-122.1377,38.2533,All Clear,Dry - Open and busy! Trails were all clear and dry.,2020-05-31 19:11:45
118,7002371,Rumsen Trail,Trail,A great flow trail through the woods,blue,4.5,2,marin_county,https://www.mtbproject.com/trail/7002371/rumsen-trail,https://cdn2.apstatic.com/photos/mtb/7015800_sqsmall_1554913326.jpg,https://cdn2.apstatic.com/photos/mtb/7015800_small_1554913326.jpg,https://cdn2.apstatic.com/photos/mtb/7015800_smallMed_1554913326.jpg,https://cdn2.apstatic.com/photos/mtb/7015800_medium_1554913326.jpg,1.2,11,-152,437,295,-122.2153,38.0216,All Clear,Dry,2020-04-20 15:40:50
119,7000867,Repack Road,Trail,"Steeped in history, this is touted as one of the very first downhill race courses.",blueBlack,4.2,6,marin_county,https://www.mtbproject.com/trail/7000867/repack-road,https://cdn2.apstatic.com/photos/mtb/7018291_sqsmall_1554918119.jpg,https://cdn2.apstatic.com/photos/mtb/7018291_small_1554918119.jpg,https://cdn2.apstatic.com/photos/mtb/7018291_smallMed_1554918119.jpg,https://cdn2.apstatic.com/photos/mtb/7018291_medium_1554918119.jpg,2.5,0,-1326,1520,194,-122.6467,37.9834,Unknown,,1970-01-01 00:00:00
120,1066679,Rough Go Trail,Trail,A challenging trail with lots of technical sections.,black,4.1,8,marin_county,https://www.mtbproject.com/trail/1066679/rough-go-trail,https://cdn2.apstatic.com/photos/mtb/7030213_sqsmall_1555016585.jpg,https://cdn2.apstatic.com/photos/mtb/7030213_small_1555016585.jpg,https://cdn2.apstatic.com/photos/mtb/7030213_smallMed_1555016585.jpg,https://cdn2.apstatic.com/photos/mtb/7030213_medium_1555016585.jpg,1.9,74,-495,839,347,-122.6349,38.428,All Clear,Dry,2020-05-31 13:10:44
121,7038648,Woodrat Trail,Trail,An excellent flowy trail through the woods.,blue,4.3,3,marin_county,https://www.mtbproject.com/trail/7038648/woodrat-trail,https://cdn2.apstatic.com/photos/mtb/7026333_sqsmall_1555004384.jpg,https://cdn2.apstatic.com/photos/mtb/7026333_small_1555004384.jpg,https://cdn2.apstatic.com/photos/mtb/7026333_smallMed_1555004384.jpg,https://cdn2.apstatic.com/photos/mtb/7026333_medium_1555004384.jpg,0.9,0,-264,662,398,-122.2155,37.9925,All Clear,Dry,2020-06-26 13:05:45
122,7028630,Lawndale Trail,Trail,This trail connects Annadel's Lawndale Road Trailhead to the main Marsh Trail.,blue,4.2,6,marin_county,https://www.mtbproject.com/trail/7028630/lawndale-trail,https://cdn2.apstatic.com/photos/mtb/874779_sqsmall_1554223602.jpg,https://cdn2.apstatic.com/photos/mtb/874779_small_1554223602.jpg,https://cdn2.apstatic.com/photos/mtb/874779_smallMed_1554223602.jpg,https://cdn2.apstatic.com/photos/mtb/874779_medium_1554223602.jpg,3.0,921,-216,1259,493,-122.5753,38.4176,All Clear,"Dry, Fallen Trees",2020-07-01 12:05:36
123,7002232,Wood Rat Trail,Trail,"A fun, easy, and flowy trail.",greenBlue,4.3,3,marin_county,https://www.mtbproject.com/trail/7002232/wood-rat-trail,,,,,0.4,42,-9,516,478,-122.2127,38.0367,All Clear,Dry,2020-06-27 11:43:23
124,7001580,Oljon Trail,Trail,A twisty downhill shortcut trail with bridges.,blue,4.2,6,marin_county,https://www.mtbproject.com/trail/7001580/oljon-trail,,,,,1.6,260,-296,2154,1998,-122.2981,37.4008,All Clear,Dry,2020-06-06 12:51:58
125,4785656,Havey Canyon Trail,Trail,"Not truly singletrack, but not a fire road either...",blue,4.2,6,marin_county,https://www.mtbproject.com/trail/4785656/havey-canyon-trail,,,,,1.5,3,-505,897,395,-122.2747,37.9394,Unknown,,1970-01-01 00:00:00
126,7013169,Vollmer Peak Trail,Trail,This overgrown and rough doubletrack is as close to singletrack as can be found in Tilden.,blueBlack,4.2,5,marin_county,https://www.mtbproject.com/trail/7013169/vollmer-peak-trail,https://cdn2.apstatic.com/photos/mtb/7009356_sqsmall_1554830364.jpg,https://cdn2.apstatic.com/photos/mtb/7009356_small_1554830364.jpg,https://cdn2.apstatic.com/photos/mtb/7009356_smallMed_1554830364.jpg,https://cdn2.apstatic.com/photos/mtb/7009356_medium_1554830364.jpg,0.8,6,-432,1545,1113,-122.2261,37.8823,All Clear,Muddy,2020-07-19 10:44:09
